"","Age","Vulnerable","Lives_In_Hotspot","Political_association","News_Source","Trust_News","Covid_Knowledge","Trust_Conservatives","Trust_Ford","Mask","Bubble","Follow_Store_Restrictions","Non_essential_outing","Travel_Canada","Travel_World"
"1034","25-34","No","No","NDP","Internet","Family",4,"Yes","Maybe","Most of the Time","Yes","Most of the Time","0","No","No"
"1035","45-54","No","Yes","NDP","Internet","News_TV",3,"Yes","Maybe","Always","No","Most of the Time","4-5","Yes","No"
"1036","18-24","Yes","Yes","Green","News_TV","Internet",3,"No","No","Always","No","Always","7+","No","No"
"1037","35-44","No","No","Conservative","News_TV","Internet",3,"No","Maybe","Most of the Time","Yes","Always","0","No","No"
"1038","45-54","Yes","Yes","Liberals","SM","Internet",3,"Maybe","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1039","35-44","No","Yes","Liberals","Internet","Internet",4,"No","Yes","Most of the Time","Yes","Sometimes","4-5","No","No"
"1040","74+","No","No","Green","News_Print","Internet",0,"Maybe","No","Always","No","Sometimes","1-3","No","No"
"1041","55-64","Yes","Yes","Liberals","SM","News_Print",3,"Yes","No","Most of the Time","Yes","Always","1-3","No","No"
"1042","45-54","No","Yes","Liberals","Family","Internet",2,"No","Yes","Always","Yes","Always","0","No","No"
"1043","65-74","Yes","No","Conservative","Other","News_Print",1,"Yes","No","Always","Yes","Always","4-5","No","No"
"1044","65-74","No","Yes","Liberals","Family","News_TV",2,"Yes","Yes","Rarely","Yes","Most of the Time","1-3","No","No"
"1045","25-34","No","Yes","Conservative","Internet","News_Print",1,"No","Yes","Never","No","Sometimes","1-3","Yes","No"
"1046","35-44","No","Yes","Liberals","Internet","Other",1,"Yes","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"1047","45-54","No","No","NDP","Internet","News_TV",1,"No","Yes","Most of the Time","Yes","Always","1-3","Yes","No"
"1048","25-34","No","No","Green","News_TV","Family",3,"No","Maybe","Always","Yes","Most of the Time","0","No","No"
"1049","25-34","Yes","No","Conservative","SM","SM",4,"No","No","Always","No","Rarely","4-5","No","No"
"1050","55-64","No","No","Conservative","Other","News_Print",2,"Yes","Maybe","Sometimes","Yes","Sometimes","4-5","Yes","No"
"1051","65-74","No","Yes","Green","SM","News_TV",2,"Yes","Yes","Always","Yes","Rarely","1-3","No","No"
"1052","45-54","No","Yes","Liberals","Internet","News_Print",3,"Yes","Yes","Rarely","Yes","Always","1-3","No","No"
"1053","65-74","No","No","Liberals","Family","Internet",3,"Yes","No","Most of the Time","No","Sometimes","1-3","No","No"
"1054","55-64","Yes","No","Liberals","News_Print","Family",4,"Yes","Yes","Sometimes","Yes","Rarely","0","No","No"
"1055","35-44","No","No","NDP","News_Print","News_Print",4,"Yes","No","Sometimes","No","Always","7+","No","No"
"1056","18-24","Yes","No","Conservative","Internet","News_TV",3,"Yes","Yes","Never","Yes","Always","1-3","No","No"
"1057","55-64","No","No","Conservative","Internet","Internet",4,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1058","45-54","No","Yes","Conservative","SM","News_Print",3,"Yes","No","Most of the Time","No","Most of the Time","4-5","Yes","No"
"1059","65-74","No","Yes","Conservative","News_Print","News_Print",4,"Yes","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"1060","45-54","Yes","No","Liberals","Other","News_Print",4,"No","No","Always","Yes","Always","1-3","No","No"
"1061","35-44","No","No","Conservative","News_Print","Other",5,"No","Yes","Always","No","Rarely","1-3","No","No"
"1062","45-54","Yes","No","Conservative","Family","News_TV",3,"Yes","No","Rarely","Yes","Most of the Time","4-5","Yes","No"
"1063","18-24","Yes","Yes","Liberals","Other","Other",2,"Yes","Yes","Most of the Time","Yes","Sometimes","7+","No","Yes"
"1064","45-54","Yes","No","NDP","SM","News_Print",4,"No","No","Rarely","No","Rarely","4-5","Yes","Yes"
"1065","25-34","Yes","Yes","Liberals","Internet","Internet",1,"No","Yes","Sometimes","No","Sometimes","4-5","No","No"
"1066","35-44","No","Yes","Conservative","News_TV","Family",2,"Yes","No","Always","Yes","Sometimes","7+","No","No"
"1067","35-44","No","No","Liberals","News_Print","News_TV",0,"Yes","Maybe","Always","Yes","Sometimes","1-3","No","No"
"1068","55-64","No","No","Conservative","News_TV","SM",0,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"1069","74+","Yes","Yes","Liberals","News_Print","News_TV",2,"No","No","Sometimes","No","Sometimes","4-5","Yes","No"
"1070","55-64","No","Yes","Liberals","News_Print","Internet",4,"Yes","Yes","Sometimes","No","Most of the Time","1-3","Yes","No"
"1071","35-44","Yes","Yes","Liberals","Other","News_TV",3,"Yes","Yes","Sometimes","No","Most of the Time","0","No","No"
"1072","55-64","No","No","NDP","Internet","News_TV",0,"Yes","Yes","Always","Yes","Rarely","1-3","No","Yes"
"1073","18-24","No","Yes","Liberals","News_TV","Internet",3,"No","Yes","Sometimes","Yes","Most of the Time","1-3","No","No"
"1074","25-34","No","No","Green","News_TV","Other",1,"Yes","Yes","Sometimes","Yes","Always","0","No","No"
"1075","25-34","No","Yes","Conservative","News_Print","News_Print",4,"No","Yes","Rarely","Yes","Always","1-3","Yes","No"
"1076","18-24","No","No","NDP","News_Print","Family",2,"Yes","Yes","Always","Yes","Always","1-3","Yes","No"
"1077","25-34","Yes","No","Conservative","News_TV","Family",4,"No","No","Always","Yes","Most of the Time","1-3","No","No"
"1078","45-54","No","No","Liberals","SM","SM",2,"Yes","No","Most of the Time","No","Always","7+","No","No"
"1079","55-64","No","No","Liberals","Family","News_TV",2,"Yes","No","Always","No","Always","1-3","Yes","No"
"1080","55-64","No","Yes","NDP","SM","Family",5,"Maybe","Yes","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1081","35-44","No","No","Conservative","Family","Other",2,"Yes","Yes","Rarely","Yes","Most of the Time","1-3","Yes","No"
"1082","55-64","No","No","Liberals","SM","News_Print",1,"Yes","No","Rarely","Yes","Rarely","1-3","No","No"
"1083","45-54","Yes","Yes","Liberals","News_TV","News_TV",4,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1084","45-54","No","Yes","NDP","News_Print","Internet",4,"Yes","Yes","Always","No","Most of the Time","1-3","No","No"
"1085","45-54","No","Yes","Liberals","News_TV","News_Print",5,"Yes","Yes","Sometimes","Yes","Most of the Time","1-3","No","No"
"1086","45-54","No","Yes","Liberals","Other","Family",1,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","Yes"
"1087","25-34","No","No","NDP","News_TV","News_Print",2,"Yes","No","Sometimes","Yes","Rarely","1-3","Yes","No"
"1088","55-64","No","No","Liberals","News_Print","Other",1,"Yes","No","Always","Yes","Always","1-3","No","No"
"1089","74+","Yes","Yes","Conservative","Internet","Other",3,"Yes","No","Sometimes","Yes","Most of the Time","4-5","Yes","No"
"1090","35-44","No","Yes","Liberals","Other","Family",1,"Yes","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1091","55-64","No","No","Liberals","SM","Other",1,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1092","45-54","No","No","NDP","SM","News_Print",0,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"1093","25-34","No","Yes","Green","Family","Internet",0,"Yes","No","Most of the Time","Yes","Always","4-5","No","Yes"
"1094","35-44","No","No","Liberals","News_TV","SM",2,"No","No","Always","Yes","Always","1-3","No","No"
"1095","65-74","No","No","NDP","Other","News_TV",4,"Yes","No","Rarely","Yes","Always","4-5","No","No"
"1096","18-24","Yes","No","Conservative","Internet","News_Print",3,"Yes","No","Rarely","Yes","Rarely","1-3","No","No"
"1097","55-64","No","No","Conservative","News_Print","Internet",3,"Yes","No","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1098","45-54","Yes","No","NDP","News_Print","Internet",3,"Yes","Yes","Most of the Time","Yes","Always","4-5","Yes","No"
"1099","25-34","No","No","Liberals","SM","Internet",4,"No","Maybe","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1100","45-54","Yes","No","Conservative","News_Print","Internet",3,"Yes","Yes","Sometimes","No","Rarely","1-3","No","No"
"1101","55-64","No","No","Green","Family","Internet",1,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"1102","65-74","No","Yes","Liberals","News_Print","News_TV",3,"No","Yes","Rarely","Yes","Always","1-3","Yes","No"
"1103","25-34","No","No","Liberals","SM","Internet",4,"No","Yes","Sometimes","No","Always","1-3","No","No"
"1104","25-34","Yes","Yes","NDP","News_Print","Family",5,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"1105","55-64","No","Yes","Conservative","News_TV","News_Print",2,"Maybe","Yes","Sometimes","Yes","Rarely","1-3","No","No"
"1106","35-44","No","No","Conservative","SM","News_Print",2,"Maybe","Yes","Always","No","Rarely","4-5","Yes","No"
"1107","45-54","Yes","No","Conservative","Other","Internet",0,"Maybe","Yes","Rarely","Yes","Sometimes","1-3","No","No"
"1108","18-24","No","No","Conservative","Other","News_TV",2,"Yes","No","Always","Yes","Always","1-3","No","No"
"1109","18-24","Yes","No","Liberals","News_TV","News_TV",2,"Yes","Maybe","Always","Yes","Rarely","0","No","No"
"1110","45-54","Yes","No","Conservative","News_Print","Other",2,"Yes","No","Sometimes","Yes","Never","4-5","No","No"
"1111","25-34","No","Yes","Conservative","Internet","Family",5,"Yes","Maybe","Sometimes","No","Rarely","4-5","Yes","No"
"1112","35-44","Yes","No","Conservative","News_TV","News_Print",1,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1113","18-24","No","Yes","NDP","News_Print","News_Print",1,"Yes","No","Always","Yes","Most of the Time","1-3","Yes","No"
"1114","65-74","No","Yes","Conservative","News_Print","News_TV",4,"Yes","Yes","Sometimes","Yes","Sometimes","0","No","No"
"1115","18-24","No","No","Conservative","Internet","News_Print",2,"Yes","No","Always","Yes","Always","1-3","Yes","No"
"1116","25-34","No","No","Liberals","Internet","Internet",1,"Yes","Yes","Sometimes","Yes","Sometimes","4-5","Yes","No"
"1117","25-34","Yes","No","Liberals","SM","News_TV",0,"Yes","Yes","Always","No","Most of the Time","4-5","Yes","No"
"1118","35-44","Yes","No","Conservative","News_TV","News_TV",2,"Yes","No","Most of the Time","Yes","Always","1-3","No","No"
"1119","55-64","No","Yes","Conservative","SM","News_Print",3,"Yes","No","Never","Yes","Most of the Time","4-5","Yes","No"
"1120","35-44","Yes","No","NDP","News_Print","Family",1,"Yes","Maybe","Most of the Time","No","Most of the Time","1-3","No","No"
"1121","45-54","Yes","No","Conservative","SM","Family",2,"No","Yes","Always","No","Sometimes","1-3","No","No"
"1122","55-64","Yes","No","NDP","News_TV","News_Print",2,"Yes","Maybe","Always","Yes","Most of the Time","4-5","No","No"
"1123","25-34","No","Yes","Green","News_Print","News_TV",3,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"1124","65-74","No","No","Conservative","News_Print","News_TV",3,"Maybe","No","Most of the Time","Yes","Always","4-5","No","No"
"1125","45-54","Yes","No","Liberals","SM","Internet",4,"Maybe","Maybe","Sometimes","Yes","Most of the Time","1-3","No","No"
"1126","45-54","No","Yes","Conservative","News_TV","News_TV",4,"Yes","No","Always","Yes","Sometimes","0","No","No"
"1127","74+","Yes","No","Liberals","News_TV","Internet",2,"Yes","Yes","Always","Yes","Always","7+","Yes","No"
"1128","18-24","No","Yes","Liberals","News_Print","News_Print",1,"Yes","Yes","Rarely","Yes","Never","4-5","Yes","No"
"1129","65-74","Yes","Yes","NDP","SM","News_Print",2,"Yes","Maybe","Sometimes","No","Most of the Time","1-3","Yes","No"
"1130","25-34","No","No","None or Other","News_Print","Other",2,"No","Yes","Most of the Time","Yes","Rarely","4-5","No","No"
"1131","35-44","No","Yes","NDP","News_TV","News_Print",5,"Yes","No","Always","No","Sometimes","1-3","Yes","No"
"1132","25-34","No","No","NDP","Internet","SM",2,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","No","Yes"
"1133","25-34","No","Yes","Liberals","News_Print","News_Print",2,"Maybe","Yes","Rarely","Yes","Most of the Time","0","Yes","No"
"1134","18-24","No","No","Conservative","Internet","Other",4,"No","Yes","Sometimes","Yes","Rarely","7+","No","No"
"1135","45-54","Yes","No","Liberals","Internet","Internet",3,"Yes","Yes","Most of the Time","No","Always","1-3","No","No"
"1136","45-54","No","No","Conservative","News_TV","News_Print",3,"Yes","Yes","Always","No","Sometimes","7+","No","No"
"1137","45-54","No","No","Conservative","SM","News_TV",5,"No","Yes","Always","Yes","Always","1-3","No","No"
"1138","18-24","Yes","Yes","Liberals","Internet","Family",3,"Yes","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"1139","35-44","No","No","Conservative","SM","News_Print",1,"No","Yes","Most of the Time","No","Most of the Time","1-3","No","No"
"1140","25-34","Yes","No","Liberals","Internet","Internet",1,"No","No","Always","Yes","Rarely","4-5","No","No"
"1141","35-44","No","Yes","Conservative","News_TV","News_TV",2,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1142","74+","No","Yes","NDP","Internet","Internet",2,"Yes","No","Always","Yes","Most of the Time","4-5","No","No"
"1143","74+","Yes","No","Liberals","News_TV","Family",2,"Yes","Maybe","Sometimes","Yes","Most of the Time","1-3","No","No"
"1144","65-74","No","No","Liberals","Internet","News_Print",1,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","Yes","No"
"1145","55-64","Yes","No","Liberals","Other","News_Print",4,"Yes","No","Sometimes","No","Always","4-5","Yes","No"
"1146","25-34","No","No","NDP","News_TV","News_TV",1,"Maybe","No","Always","Yes","Sometimes","1-3","No","No"
"1147","35-44","No","No","NDP","Family","Internet",4,"Maybe","Yes","Rarely","No","Always","7+","Yes","No"
"1148","45-54","Yes","Yes","Liberals","Family","News_Print",2,"No","Yes","Never","No","Rarely","4-5","No","No"
"1149","65-74","Yes","No","Conservative","News_Print","Other",0,"No","Yes","Rarely","Yes","Always","1-3","No","No"
"1150","25-34","Yes","No","NDP","News_Print","Internet",3,"Yes","No","Sometimes","No","Always","1-3","No","No"
"1151","55-64","No","No","NDP","Internet","Internet",3,"Yes","Yes","Always","No","Always","1-3","No","No"
"1152","55-64","No","No","Conservative","Internet","SM",5,"No","Yes","Always","Yes","Rarely","4-5","No","No"
"1153","45-54","No","Yes","NDP","Other","News_TV",3,"No","No","Always","Yes","Always","1-3","No","No"
"1154","18-24","No","Yes","NDP","Family","Family",4,"Yes","No","Most of the Time","No","Never","4-5","No","No"
"1155","25-34","No","Yes","Liberals","Internet","Internet",4,"Yes","Yes","Always","Yes","Never","4-5","No","No"
"1156","35-44","Yes","No","Liberals","News_TV","Internet",1,"No","No","Always","Yes","Most of the Time","7+","Yes","No"
"1157","65-74","No","No","Green","SM","News_TV",3,"Yes","Maybe","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1158","35-44","No","No","Liberals","News_Print","SM",5,"Yes","Yes","Most of the Time","No","Never","1-3","No","No"
"1159","55-64","No","No","NDP","News_Print","News_TV",4,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1160","74+","No","No","Liberals","SM","News_Print",4,"No","Yes","Always","Yes","Always","4-5","No","No"
"1161","65-74","Yes","No","NDP","Internet","News_Print",2,"No","No","Rarely","Yes","Most of the Time","4-5","Yes","No"
"1162","35-44","No","No","Green","News_Print","News_TV",3,"Yes","No","Most of the Time","Yes","Rarely","4-5","No","No"
"1163","35-44","Yes","Yes","Conservative","Other","News_Print",2,"Yes","No","Rarely","Yes","Most of the Time","4-5","No","No"
"1164","55-64","No","No","Conservative","Family","News_TV",3,"No","No","Always","Yes","Never","1-3","No","No"
"1165","65-74","No","Yes","Conservative","News_Print","Internet",1,"Yes","Yes","Most of the Time","Yes","Most of the Time","0","No","Yes"
"1166","35-44","Yes","Yes","Conservative","Internet","News_Print",5,"Yes","No","Rarely","No","Rarely","0","No","No"
"1167","55-64","No","No","Conservative","SM","News_Print",3,"Yes","Yes","Rarely","Yes","Rarely","1-3","No","No"
"1168","65-74","No","No","NDP","Internet","News_TV",4,"Yes","Yes","Sometimes","Yes","Always","4-5","No","No"
"1169","18-24","No","No","Conservative","Internet","Family",3,"Yes","Yes","Always","Yes","Most of the Time","4-5","Yes","No"
"1170","45-54","Yes","Yes","Green","News_TV","Internet",1,"Yes","No","Always","Yes","Sometimes","4-5","No","No"
"1171","35-44","No","No","NDP","Internet","News_Print",2,"No","No","Always","Yes","Always","4-5","Yes","No"
"1172","25-34","No","Yes","NDP","News_TV","Family",2,"No","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1173","55-64","No","No","NDP","Internet","Family",5,"Yes","No","Rarely","Yes","Rarely","4-5","No","No"
"1174","55-64","Yes","Yes","NDP","News_TV","Internet",5,"No","Yes","Always","No","Always","1-3","No","No"
"1175","55-64","No","Yes","Conservative","Family","SM",2,"Yes","No","Always","No","Most of the Time","1-3","No","No"
"1176","55-64","No","Yes","Conservative","SM","News_Print",3,"Yes","No","Always","Yes","Always","1-3","No","No"
"1177","55-64","No","No","Liberals","SM","News_Print",3,"No","Maybe","Most of the Time","Yes","Sometimes","4-5","No","No"
"1178","55-64","Yes","Yes","Conservative","Other","Family",4,"No","No","Sometimes","Yes","Most of the Time","1-3","Yes","No"
